Portfolio,Agency,Asset Type,Header 1,Header 2,Header 3,Project Name,SA4 Name,Total Estimated Cost,Expenditure to 30-06-24,Budget 2024-25,Post 2024-25,Latitude,Longitude
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Other Plant and Equipment,,,Information technology ,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"10,000",Ongoing,,
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",South Coast District,,,"Smith Street Connection, Village Boulevard to Olsen Avenue, construct pedestrian and cycleway facilities",Gold Coast,"13,300",800,"6,250","6,250",-27.965249,153.385684
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",South Coast District,,,"Beenleigh Connection Road and City Road (Beenleigh), upgrade intersection",Logan - Beaudesert,"30,000",679,"3,156","26,165",-27.708681,153.203412
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",South Coast District,,,"Brisbane - Beenleigh Road, Kingston Road and Compton Road, upgrade intersection",Logan - Beaudesert,"20,000","2,383","12,287","5,330",-27.619827,153.11559
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Metropolitan,,,"Gympie Arterial Road, Telegraph Road to Strathpine Road, improve drainage",Brisbane - North,"15,000",574,"2,026","12,400",-27.328538,153.012392
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Metropolitan,,,"Samford Sub-Arterial Road (Samford Road) and Glen Holm Street, upgrade intersection",Brisbane - West,"10,000","4,600","5,400",N/A,-27.412148,152.971645
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Far North District,,,"Kennedy Highway (Cairns - Mareeba), Barron River bridge, preconstruction",Cairns,"15,000",200,"6,000","8,800",-16.814713,145.63531
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Metropolitan,,,"Veloway 1 (V1) Cycleway, Birdwood Road cycle bridge and approaches, construction",Brisbane - South,"36,146",N/A,"3,615","32,532",-27.523263,153.054287
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Far North District,,,"Gillies Range Road, widen pavement and install guardrail",Cairns,"10,935","6,561","4,374",N/A,-17.260847,145.622253
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Far North District,,,"Kuranda Range Road, safety and resilience upgrades, funding commitment",Cairns,"262,500",750,"2,000","259,750",-16.839119,145.671957
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Metropolitan,,,"Riverview - Moggill Ferry Road, River Road to Brisbane River, improve drainage, pavement stabilisation and strengthening",Ipswich,"10,000","1,000","9,000",N/A,-27.58975,152.833624
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Metropolitan,,,"Cleveland - Redland Bay Road, Anita Street to Giles Road, duplicate lanes",Brisbane - East,"80,000","2,351","10,289","67,360",-27.52585,153.264909
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Statewide District,,,Cooperative and Automated Vehicles (CAV) Project,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","45,330","5,762","10,000","29,568",,
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Statewide District,,,"Installation of Enforcement infrastructure, various locations","Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","13,244",N/A,"5,244","8,000",,
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",North Coast District,,,"Bruce Highway (Brisbane - Gympie), Anzac Avenue to Uhlmann Road upgrade, funding commitment",Moreton Bay - North,"733,000",N/A,"8,500","724,500",-27.189556,152.986552
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Statewide District,,,"New Generation Rollingstock, integration and ancillary works","Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","51,600","2,560","25,240","23,800",,
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Statewide District,,,"Red Light Enforcement Camera Upgrade, installation of enforcement infrastructure, funding commitment","Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","23,000",140,"5,610","17,250",,
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",North Coast District,,,"Samford Road, Lomandra Park to Camp Mountain Road, improve safety",Moreton Bay - South,"11,133","3,792","3,979","3,362",-27.393069,152.907249
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Fitzroy District,,,"Rockhampton Railyards, rail maintenance, manufacturing and logistics centre",Central Queensland,"33,400","32,007","1,393",N/A,-23.38889,150.51356
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",North Coast District,,,"Eumundi - Noosa Road, Emu Mountain Road to Beckmans Road, widen existing pavement",Sunshine Coast,"25,000","1,500","14,250","9,250",-26.426412,153.02485
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",North Coast District,,,"Glass House Mountains Road (Steve Irwin Way), widen existing pavement",Sunshine Coast,"38,000","1,750","15,625","20,625",-26.88497,152.961918
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",North Coast District,,,"Nicklin Way, Third Avenue extension, new intersection",Sunshine Coast,"11,200",553,"2,000","8,647",-26.796896,153.119571
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Wide Bay Burnett District,,,"Maryborough - Hervey Bay Road, upgrade various intersections and improve safety",Wide Bay,"10,000",100,"9,900",N/A,-25.379195,152.768651
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Wide Bay Burnett District,,,"Monto - Mount Perry Road (Stage 3), upgrade to sealed standard",Wide Bay,"27,000","5,250","10,875","10,875",-25.110037,151.2456
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Darling Downs District,,,"Gatton - Helidon Road, Stage 2, undertake safety treatments on high speed sections",Toowoomba,"32,991",569,"16,211","16,211",-27.574985,152.18094
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Darling Downs District,,,"Bowenville - Norwin Road, 2022 Disaster Recovery Funding Arrangements reconstruction works",Darling Downs - Maranoa,"33,437","1,916","26,912","4,610",-27.388126,151.41165
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",South West District,,,"Warrego Highway (Miles - Roma), pavement widening and culverts",Darling Downs - Maranoa,"30,238",709,"14,765","14,765",-26.585834,149.150304
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Fitzroy District,,,"Capricorn Highway (Duaringa - Emerald), undertake road safety improvements",Central Queensland,"24,000","3,000","10,500","10,500",-23.579295,148.368802
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Fitzroy District,,,"Dawson Developmental Road (Springsure - Tambo), priority upgrades, funding commitment",Central Queensland,"25,538",760,"8,090","16,688",-24.449498,147.141958
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Fitzroy District,,,"Rockhampton - Yeppoon Road, Musgrave Street, upgrade cyclist and pedestrian facilities",Central Queensland,"10,200",450,"9,750",N/A,-23.362116,150.522771
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Mackay Whitsunday District,,,"Peak Downs Highway (Nebo - Mackay), Kirkup Bridge (Walkerston), replace timber bridge",Mackay - Isaac - Whitsunday,"11,000","1,709","1,000","8,291",-21.160464,149.06549
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Mackay Whitsunday District,,,"Peak Downs Highway (Nebo - Mackay), Walkerston to Racecourse, improve road safety",Mackay - Isaac - Whitsunday,"14,500","2,200","6,150","6,150",-21.163314,149.101742
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Mackay Whitsunday District,,,"Proserpine - Shute Harbour Road, Paluma Road to Valley Drive (Cannonvale), duplicate to four lanes",Mackay - Isaac - Whitsunday,"39,700","13,669","4,000","22,031",-20.286508,148.680218
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Mackay Whitsunday District,,,"Proserpine - Shute Harbour Road, Valley Drive to Tropic Road (Cannonvale), duplicate to four lanes",Mackay - Isaac - Whitsunday,"34,000","5,734","2,713","25,553",-20.283955,148.68641
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Northern District,,,"Garbutt - Upper Ross Road, Halliday Street to Gouldian Avenue, improve safety",Townsville,"43,210",715,"4,339","38,156",-19.307115,146.733287
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Northern District,,,"Hervey Range Developmental Road (Townsville - Battery), various locations, (Package 1), undertake safety upgrades",Townsville,"30,000","19,632","5,184","5,184",-19.317018,146.647974
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Northern District,,,"Ross River Road, Mabin Street to Rolfe Street, improve safety",Townsville,"19,320","1,167","2,100","16,053",-19.29822,146.762308
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",North West District,,,"Burke Developmental Road (Cloncurry - Normanton), various locations, widen pavement",Queensland - Outback,"11,240",100,"4,640","6,500",-18.680295,140.512521
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",North West District,,,"Burke Developmental Road (Normanton - Dimbulah), 2023 Disaster Recovery Funding Arrangements reconstruction works",Queensland - Outback,"14,574","4,084","8,993","1,498",-16.732525,141.960819
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Far North District,,,"Gulf Developmental Road (Georgetown - Mount Garnet) (Package 4), strengthen and widen pavement",Queensland - Outback,"12,060",605,"2,000","9,455",-18.212721,144.080362
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Far North District,,,"Kennedy Highway (Cairns - Mareeba) and Kennedy Highway (Mareeba - Ravenshoe), upgrade intersection",Cairns,"15,000","9,000","3,000","3,000",-17.013728,145.425177
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",North Coast District,,,"Bruce Highway (Brisbane - Gympie), Dohles Rocks Road to Anzac Avenue upgrade (Stage 1)",Moreton Bay - South,"290,000","30,165","80,898","178,937",-27.253541,153.019207
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",North West District,,,"Richmond - Winton Road, strengthen and widen pavement",Queensland - Outback,"13,000","8,404","1,861","2,735",-21.46976,142.770879
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Darling Downs District,,,"Gatton - Helidon Road, improve safety",Toowoomba,"34,107","3,752","16,791","13,564",-27.578829,152.194545
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",South Coast District,,,"Currumbin Creek - Tomewin Road (Part A), 2022 Disaster Recovery Funding Arrangements reconstruction works",Gold Coast,"5,872","2,435","2,386","1,051",-28.21052,153.405908
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",North Coast District,,,"Caboolture - Bribie Island Road, Hickey Road to King Johns Creek, upgrade",Moreton Bay - North,"59,000",12,"1,300","57,689",-27.078003,153.002738
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Wide Bay Burnett District,,,"Pialba - Burrum Heads Road, O'Regan Creek, upgrade existing floodway",Wide Bay,"28,950","1,400",800,"26,750",-25.27778,152.709281
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Far North District,,,"Bruce Highway (Ingham - Innisfail), Dallachy Road, install floodway",Cairns,"18,000","3,419",50,"14,531",-17.96197,145.935831
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",South West District,,,"Castlereagh Highway (St George - Hebel), 2022 Disaster Recovery Funding Arrangements betterment works",Darling Downs - Maranoa,"9,914","1,362","7,020","1,532",-28.80512,148.108644
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Far North District,,,"Cairns Southern Access Cycleway, construct cycleway",Cairns,"41,529","26,119","4,200","11,210",-17.013342,145.744594
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",South Coast District,,,"Currumbin Creek Road, 2022 Disaster Recovery Funding Arrangements reconstruction works",Gold Coast,"28,058","17,058","9,672","1,328",-28.172258,153.432958
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",North Coast District,,,"Esk - Kilcoy Road, 2022 Disaster Recovery Funding Arrangements reconstruction works",Ipswich,"13,657","2,180","11,477",N/A,-27.175446,152.455113
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Darling Downs District,,,"Leichhardt Highway (Miles - Goondiwindi), 2022 Disaster Recovery Funding Arrangements reconstruction works",Darling Downs - Maranoa,"11,846","1,478","3,839","6,529",-27.185706,150.170801
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Metropolitan,,,"Inner Northern Busway, Roma Street, improve bus station",Brisbane Inner City,"12,000","8,000","2,000","2,000",-27.466181,153.020351
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Mackay Whitsunday District,,,Walkerston Bypass,Mackay - Isaac - Whitsunday,"251,700","160,577","52,320","38,803",-21.163842,149.05464
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",South Coast District,,,"Loganlea train station, upgrade park 'n' ride",Logan - Beaudesert,"15,750",N/A,"8,250","7,500",-27.671538,153.1414
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Wide Bay Burnett District,,,"D'Aguilar Highway (Yarraman - Kingaroy), Bushnell Road to Homley Road, strengthen and widen pavement",Wide Bay,"11,500","4,802","1,698","5,000",-26.586353,151.88873
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",South Coast District,,,"Currumbin Creek Road and Bienvenue Drive, upgrade intersection",Gold Coast,"10,000",988,"3,012","6,000",-28.153814,153.469755
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Metropolitan,,,"Warrego Highway (Ipswich - Toowoomba), Bremer River Bridge, strengthening",Ipswich,"85,000",N/A,"25,000","60,000",-27.582805,152.814219
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",North Coast District,,,"Bruce Highway (Brisbane - Gympie), Gateway Motorway to Dohles Rocks Road upgrade (Stage 2), detailed design",Moreton Bay - South,"30,000",N/A,"20,000","10,000",-27.279617,153.019835
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Darling Downs District,,,"Mount Sylvia Road, various floodways, 2022 Disaster Recovery Funding Arrangements reconstruction works",Toowoomba,"13,807",880,"11,751","1,177",-27.777922,152.192689
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Fitzroy District,,,"Capricorn Highway (Duaringa - Emerald) and Gregory Highway (Springsure - Emerald), improve intersection",Central Queensland,"14,880","1,341","3,000","10,539",-23.535536,148.173724
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Fitzroy District,,,"Bruce Highway, Gladstone to Rockhampton, funding commitment",Central Queensland,"250,000","6,600","1,400","242,000",-23.699261,150.788532
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Metropolitan,,,Warrego Highway (Ipswich - Toowoomba) and Mount Crosby Road interchange,Ipswich,"277,000","13,687","2,729","260,584",-27.574739,152.788701
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Statewide District,,,"Inland Freight Route (Charters Towers to Mungindi), funding commitment","Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","1,000,000","19,135","30,801","950,063",,
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",North Coast District,,,"Direct Sunshine Coast Rail Line (Stage 1), funding commitment",Sunshine Coast,"5,500,000","5,000","110,800","5,384,200",-26.83164,153.038442
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Metropolitan,,,"Butterfield Street Layover, construct bus layover and facilities",Brisbane Inner City,"10,200","1,141","9,059",N/A,-27.445254,153.02795
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",South West District,,,"Warrego Highway (Mitchell - Morven), rehabilitate pavement",Queensland - Outback,"13,803","3,340","5,313","5,150",-26.414921,147.109341
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Wide Bay Burnett District,,,"D'Aguilar Highway (Yarraman - Kingaroy), Alexander Lane to Bunya Highway, improve safety",Wide Bay,"23,910","21,033",383,"2,495",-26.605778,151.906919
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",North Coast District,,,"Sunshine Motorway, Mooloolah River Interchange Upgrade (Stage 1)",Sunshine Coast,"176,750","76,477","10,150","90,123",-26.693905,153.111581
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Fitzroy District,,,"Rockhampton Railyards Rejuvenation, capital upgrades",Central Queensland,"14,331",N/A,"13,152","1,179",-23.38889,150.51356
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Statewide District,,,"Local Congestion Busting Program, funding commitment","Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","100,000",N/A,"3,000","97,000",,
Transport and Main Roads,Department of Transport and Main Roads,"Property, Plant and Equipment",Statewide District,,,"Productivity Enhancement Program, funding commitment","Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","100,000",N/A,"3,000","97,000",,
Transport and Main Roads,Department of Transport and Main Roads,Capital Grant,,,,Active Transport Rail Trails,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"11,460",Ongoing,,
Transport and Main Roads,Department of Transport and Main Roads,Capital Grant,,,,Black Spot Program,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"26,463",Ongoing,,
Transport and Main Roads,Department of Transport and Main Roads,Capital Grant,,,,Transport Infrastructure Development Scheme,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"75,950",Ongoing,,
Transport and Main Roads,Department of Transport and Main Roads,Capital Grant,,,,Capital grants - Transport and Roads,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"337,878",Ongoing,,
Transport and Main Roads,Department of Transport and Main Roads,Capital Grant,,,,School Bus Upgrade Program,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"21,586",Ongoing,,
Transport and Main Roads,Department of Transport and Main Roads,Capital Grant,,,,Cycling Program,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"44,677",Ongoing,,
Transport and Main Roads,Department of Transport and Main Roads,Capital Grant,,,,School Transport Infrastructure Program,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","55,036","32,256","6,580","16,200",,
Transport and Main Roads,Department of Transport and Main Roads,Capital Grant,,,,Wheelchair accessible taxi sustainability funding,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","20,890","18,890","2,000",N/A,,
Transport and Main Roads,Department of Transport and Main Roads,Capital Grant,,,,Passenger Transport Accessible Infrastructure Program,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay",N/A,N/A,"5,195",Ongoing,,
Transport and Main Roads,Department of Transport and Main Roads,Capital Grant,,,,"Beams Road (Carseldine and Fitzgibbon), upgrade rail level crossing",Brisbane - North,"235,000","37,598","56,237","141,165",-27.348697,153.029479
Transport and Main Roads,Department of Transport and Main Roads,Capital Grant,,,,"Boundary Road (Coopers Plains), upgrade rail level crossing, funding commitment",Brisbane - South,"399,000","17,896","63,084","318,020",-27.570124,153.037454
Transport and Main Roads,Department of Transport and Main Roads,Capital Grant,,,,Zero Emission Vehicle Action Plan,"Brisbane - East,Brisbane - North,Brisbane - South,Brisbane - West,Brisbane Inner City,Ipswich,Logan - Beaudesert,Moreton Bay - North,Moreton Bay - South,Cairns,Darling Downs - Maranoa,Central Queensland,Gold Coast,Mackay - Isaac - Whitsunday,Queensland - Outback,Sunshine Coast,Toowoomba,Townsville,Wide Bay","55,000","47,500","7,500",N/A,,
Transport and Main Roads,Department of Transport and Main Roads,Capital Grant,,,,"Lindum rail level crossing, upgrade signalisation, funding commitment",Brisbane - East,"40,000","8,750","3,600","27,650",-27.442466,153.143759
Transport and Main Roads,Department of Transport and Main Roads,Capital Grant,,,,"Saraji Road, Phillips Creek, replace bridge",Mackay - Isaac - Whitsunday,"18,000","1,200","15,800","1,000",-22.521321,148.30501
Transport and Main Roads,Far North Queensland Ports Corporation Limited,"Property, Plant and Equipment",,,,"Plant, equipment and minor works",Cairns,N/A,N/A,610,Ongoing,-16.926507,145.778481
Transport and Main Roads,Far North Queensland Ports Corporation Limited,"Property, Plant and Equipment",,,,Cairns shipping development project - fine sediment offset,Cairns,"110,590","109,840",750,N/A,-16.92634,145.77842
Transport and Main Roads,Far North Queensland Ports Corporation Limited,"Property, Plant and Equipment",,,,Tingira Street Subdivision Development,Cairns,"15,778","5,138","1,450","9,190",-16.95275,145.770919
Transport and Main Roads,Far North Queensland Ports Corporation Limited,"Property, Plant and Equipment",,,,Mourilyan Land Development for Bulk Cargo,Cairns,"5,000",N/A,"2,500","2,500",-17.59776,146.11997
Transport and Main Roads,Far North Queensland Ports Corporation Limited,"Property, Plant and Equipment",,,,Horn Island Passenger Jetty and Cargo Wharf Upgrade,Queensland - Outback,"11,100","6,000","5,100",N/A,-10.5919,142.2451
Transport and Main Roads,Far North Queensland Ports Corporation Limited,"Property, Plant and Equipment",,,,Tingira Street Warehouse/Shops,Cairns,N/A,N/A,"5,000",Ongoing,-16.95275,145.770919
Transport and Main Roads,Far North Queensland Ports Corporation Limited,"Property, Plant and Equipment",,,,Smith's Creek Cargo Land Consolidation,Cairns,"12,050",50,"3,000","9,000",-16.945001,145.774025
Transport and Main Roads,Far North Queensland Ports Corporation Limited,"Property, Plant and Equipment",,,,Channel Navigation Improvements,Cairns,"12,000",N/A,"10,000","2,000",-16.92634,145.77842
Transport and Main Roads,Far North Queensland Ports Corporation Limited,"Property, Plant and Equipment",,,,Marina Reconfiguration & Expansion,Cairns,"5,890",N/A,"4,500","1,390",-16.92152635,145.7818319
Transport and Main Roads,Far North Queensland Ports Corporation Limited,"Property, Plant and Equipment",,,,Cairns Marine Precinct – Common User Facility,Cairns,"360,000","24,050","37,000","298,950",-16.93854,145.77417
Transport and Main Roads,Gladstone Ports Corporation Limited,"Property, Plant and Equipment",RG Tanna Coal Terminal Projects,,,Conveyor life extension,Central Queensland,N/A,N/A,140,Ongoing,-23.820975,151.230882
Transport and Main Roads,Gladstone Ports Corporation Limited,"Property, Plant and Equipment",,,,Quarry projects,Central Queensland,N/A,N/A,"2,200",Ongoing,-23.8096,151.1347
Transport and Main Roads,Gladstone Ports Corporation Limited,"Property, Plant and Equipment",,,,Port Services projects,Central Queensland,N/A,N/A,650,Ongoing,-23.8404,151.2543
Transport and Main Roads,Gladstone Ports Corporation Limited,"Property, Plant and Equipment",RG Tanna Coal Terminal Projects,,,"Process control systems, stockpile management and upgrades",Central Queensland,N/A,N/A,"54,922",Ongoing,-23.820975,151.230882
Transport and Main Roads,Gladstone Ports Corporation Limited,"Property, Plant and Equipment",,,,Port Alma projects,Central Queensland,N/A,N/A,"3,865",Ongoing,-23.567911,150.841784
Transport and Main Roads,Gladstone Ports Corporation Limited,"Property, Plant and Equipment",,,,Information systems projects,Central Queensland,N/A,N/A,"3,025",Ongoing,-23.8404,151.2543
